RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,FinishRoundTimeSecs,TotalFightDurationSecs,RedWin,BlueWin,RedWinPercentage,BlueWinPercentage
Anthony Rocco Martin,Keita Nakamura,0.6486486486486486,0.548,0.05844155844155843,0.12516131289906288,2018-04-21,"Atlantic City, New Jersey, USA", USA,Red,False,Welterweight,MALE,3,0,1,0,30.375,0.364,0.5,2.0,0.541,1,5,23,0,0,1,0,0,2,0,3,Southpaw,180.34,185.42,170,1,0,0,30.5,0.375,0.875,1.0,0.31,3,4,20,0,0,0,2,0,2,0,4,Orthodox,182.88,185.42,170,28,33,1,1,-2,-1,-1,3,0,0,0,-2.54,0.0,-5,-0.125,-0.375,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,Unknown,3.0,5:00,900.0,0.11232394366197185,0.171875,0.2214498510427011,0.30737365368682684,0.4186046511627907,0.4770114942528736,300.0,900.0,True,False,2.0,0.0
Dustin Poirier,Justin Gaethje,0.6756756756756757,0.522,0.09740259740259741,0.07483873355254882,2018-04-14,"Glendale, Arizona, USA", USA,Red,False,Lightweight,MALE,5,1,0,0,113.0,0.55,0.0,0.0,0.0,1,1,5,0,0,0,0,1,0,0,1,Orthodox,180.34,177.8,155,0,1,0,45.8947,0.501,0.5789,1.2632,0.281,4,5,39,0,1,0,4,6,3,0,14,Southpaw,175.26,182.88,155,29,29,-1,-1,-3,-13,4,-34,0,-5,-3,5.08,-5.08,0,67.1053,-0.5789,-1.2632,0.0,6.0,5.0,,,,,,,,,5.0,,,,,,,,,,,,,6.0,,,,,Red,KO/TKO,Punch,4.0,0:33,933.0,0.33978873239436624,0.3203125,0.18967229394240318,0.45567522783761394,0.22015503875968992,0.125,33.0,933.0,True,False,1.0,0.6666666666666666
Carlos Condit,Alex Oliveira,0.7765765765765765,0.41000000000000003,0.19480519480519481,0.03778807644417868,2018-04-14,"Glendale, Arizona, USA", USA,Blue,False,Welterweight,MALE,3,1,0,0,29.4545,0.5,0.5455,2.0909,0.25,3,4,25,0,0,0,2,3,2,0,7,Orthodox,180.34,193.04,170,3,0,0,57.0714,0.359,0.6429,0.4286,0.136,5,7,41,3,0,1,1,4,0,1,7,Orthodox,187.96,190.5,170,33,30,2,0,-2,0,3,-16,-3,-2,2,-7.62,2.54,3,-27.6169,-0.0974,1.6623,0.0,,12.0,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,Red,SUB,Guillotine Choke,2.0,3:17,497.0,0.3221830985915493,0.1,0.24230387288977162,0.33140016570008285,0.3023255813953488,0.20977011494252873,197.0,497.0,False,True,0.5,0.5
Israel Adesanya,Marvin Vettori,0.6324324324324324,0.562,0.04651467532467532,0.1522580863933397,2018-04-14,"Glendale, Arizona, USA", USA,Red,False,Middleweight,MALE,3,1,0,0,43.5,0.485,1.0,1.25,0.605,1,2,10,0,0,0,1,0,1,0,2,Southpaw,182.88,187.96,185,0,1,0,52.0,0.69,0.0,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,Switch,193.04,203.2,185,28,24,-1,-1,0,1,-2,8,0,-1,1,-10.16,-15.24,4,-8.5,1.0,1.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,Unknown,3.0,5:00,900.0,0.24295774647887325,0.2109375,0.4409136047666336,0.2966031483015742,0.20930232558139533,0.33189655172413796,300.0,900.0,True,False,0.875,0.6
Michelle Waterson,Cortney Casey,0.772972972972973,0.41400000000000003,0.18181818181818182,0.04046926347176095,2018-04-14,"Glendale, Arizona, USA", USA,Red,False,Women's Strawweight,FEMALE,3,1,0,0,55.8571,0.466,0.1429,0.2857,0.143,2,4,17,0,0,0,1,1,1,0,3,Orthodox,170.18,170.18,115,2,0,0,34.25,0.635,1.5,1.75,0.915,2,2,9,0,0,0,0,0,2,0,2,Orthodox,160.02,157.48,115,32,30,1,0,0,1,-2,8,0,1,-1,10.16,12.7,2,21.6071,-1.3571,-1.4643,0.0,10.0,7.0,,,7.0,,,,,,,,,,,,,10.0,,,,,,,,,,,Red,S-DEC,Unknown,3.0,5:00,900.0,0.24014084507042255,0.0296875,0.2671300893743793,0.3222866611433306,0.4635658914728682,0.339080459770115,300.0,900.0,True,False,1.5,0.0
Tim Boetsch,Antonio Carlos Junior,0.7999999999999999,0.376,0.2792207792207792,0.023325057462579162,2018-04-14,"Glendale, Arizona, USA", USA,Blue,False,Middleweight,MALE,3,0,3,0,22.0,0.409,0.625,3.0,0.481,3,3,20,1,0,0,2,0,3,0,5,Orthodox,187.96,200.66,185,0,1,0,26.6818,0.518,0.5,0.9545,0.179,4,10,47,0,0,2,3,7,0,0,12,Orthodox,182.88,187.96,185,37,28,0,2,-1,-7,7,-27,1,-7,3,5.08,12.7,9,-4.6818,0.125,2.0455,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1.0,4:28,268.0,0.33098591549295775,0.1803125,0.4210526315789474,0.22618061309030654,0.3054263565891473,0.28160919540229884,268.0,268.0,False,True,0.0,0.5
Muslim Salikhov,Ricky Rainey,0.645045045045045,0.55,0.05534935064935065,0.12903228054110244,2018-04-14,"Glendale, Arizona, USA", USA,Red,False,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,185.42,195.58,170,1,0,0,10.0,0.37,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,180.34,177.8,170,33,34,1,0,0,0,1,-2,0,0,0,5.08,17.78,-1,-10.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2.0,4:12,552.0,0.2778169014084507,0.1609375,0.24230387288977162,0.38939519469759737,0.2062015503875969,0.2672413793103448,252.0,552.0,True,False,2.0,0.0
Wilson Reis,John Moraga,0.6774774774774774,0.52,0.10173155844155843,0.07096776591050927,2018-04-14,"Glendale, Arizona, USA", USA,Blue,False,Flyweight,MALE,3,0,2,0,31.0833,0.426,0.8333,0.5833,0.221,2,5,32,1,0,1,1,2,3,0,7,Orthodox,167.64,167.64,125,2,0,0,22.6,0.339,0.5,3.5,0.387,3,4,25,1,0,0,4,0,2,0,6,Southpaw,162.56,165.1,125,33,34,2,2,-1,1,-1,7,0,2,1,5.08,2.54,-1,8.4833,0.3333,-2.9167,0.0,10.0,6.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,10.0,,Red,U-DEC,Unknown,3.0,5:00,900.0,0.20950704225352115,0.11875,0.17775571002979146,0.44573322286661143,0.648062015503876,0.21982758620689657,300.0,900.0,False,True,0.5,inf
Krzysztof Jotko,Brad Tavares,0.6738738738738739,0.524,0.09340662337662338,0.07870970119458837,2018-04-14,"Glendale, Arizona, USA", USA,Blue,False,Middleweight,MALE,3,0,3,0,40.6667,0.424,0.0,1.0,0.225,5,4,40,0,0,2,8,1,0,0,11,Orthodox,185.42,187.96,185,2,0,0,35.6667,0.458,0.1111,1.0,0.379,5,3,23,0,0,1,4,1,0,0,6,Southpaw,185.42,195.58,185,28,30,2,3,0,5,-1,17,0,0,0,0.0,-7.62,-2,5.0,-0.1111,0.0,0.0,15.0,13.0,,,,,,,13.0,,,,,,,,,,,,,15.0,,,,,,,Red,KO/TKO,Punch,3.0,2:16,736.0,0.21478873239436622,0.11156250000000001,0.27209533267130087,0.3927091963545982,0.37209302325581395,0.28879310344827586,136.0,736.0,False,True,0.75,1.5
Gilbert Burns,Dan Moret,0.4900900900900901,0.668,0.013798701298701298,0.3574193714214356,2018-04-14,"Glendale, Arizona, USA", USA,Red,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,155,0,1,0,28.1429,0.403,0.7143,1.5714,0.444,3,2,16,0,0,0,1,1,3,0,5,Orthodox,177.8,180.34,155,31,31,0,-1,-3,-5,2,-16,0,-1,-3,5.08,5.08,0,-28.1429,-0.7143,-1.5714,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2.0,0:59,359.0,0.20492957746478874,0.306875,0.10327706057596822,0.45650372825186414,0.3178294573643411,0.47413793103448276,59.0,359.0,True,False,0.8571428571428571,0.0
Shana Dobson,Lauren Mueller,0.7711711711711712,0.41600000000000004,0.17532467532467533,0.04193550859521269,2018-04-14,"Glendale, Arizona, USA", USA,Blue,False,Women's Flyweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,170.18,125,0,1,0,34.0,0.35,0.0,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,167.64,175.26,125,29,26,0,-1,-1,-1,0,-2,0,-1,0,-2.54,-5.08,3,-34.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,Unknown,3.0,5:00,900.0,0.2415492957746479,0.09718750000000001,0.4309831181727905,0.3247721623860812,0.35813953488372097,0.3031609195402299,300.0,900.0,False,True,0.0,0.5
Dhiego Lima,Yushin Okami,0.7585585585585586,0.43000000000000005,0.12987012987012986,0.05548389534235109,2018-04-14,"Glendale, Arizona, USA", USA,Blue,False,Welterweight,MALE,3,2,0,0,25.6842,0.363,0.4737,1.4211,0.363,4,6,49,1,0,2,6,4,0,1,13,Southpaw,187.96,190.5,170,3,0,0,18.4,0.534,0.8,1.2,0.15,1,4,8,2,0,0,1,0,0,0,1,Orthodox,187.96,187.96,170,29,36,1,0,3,12,-2,41,-1,5,0,0.0,2.54,-7,7.2842,-0.3263,0.2211,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,Unknown,3.0,5:00,900.0,0.2200704225352113,0.1159375,0.3485600794438928,0.31731565865782935,0.35038759689922483,0.25114942528735634,300.0,900.0,False,True,0.0,inf
Arjan Bhullar,Adam Wieczorek,0.6036036036036035,0.5860000000000001,0.03346649350649351,0.19870969809781425,2018-04-14,"Glendale, Arizona, USA", USA,Blue,False,Heavyweight,MALE,3,0,1,0,42.0,0.44,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,195.58,205.74,250,0,1,0,24.0,0.48,0.0,1.0,1.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,185.42,190.5,245,31,26,0,0,0,0,0,0,0,0,0,10.16,15.24,5,18.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Omoplata,2.0,1:59,419.0,0.19119718309859157,0.359375,0.2611717974180735,0.3396851698425849,0.25705426356589145,0.2557471264367816,119.0,419.0,False,True,1.0,inf
Matthew Lopez,Alejandro Perez,0.681081081081081,0.43600000000000005,0.11157025974025973,0.06392964996310581,2018-04-14,"Glendale, Arizona, USA", USA,Blue,False,Bantamweight,MALE,3,0,2,0,37.8571,0.35,0.1429,0.4286,0.141,2,2,16,1,0,1,2,2,0,0,5,Orthodox,167.64,170.18,135,1,0,0,30.25,0.518,0.75,2.0,0.77,2,2,10,0,0,0,1,1,0,0,2,Southpaw,170.18,175.26,135,31,28,1,2,0,3,0,6,1,1,0,-2.54,-5.08,3,7.6071,-0.6071,-1.5714,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2.0,3:42,522.0,0.2165492957746479,0.1178125,0.17656405163853028,0.3744821872410936,0.351937984496124,0.28879310344827586,222.0,522.0,False,True,0.0,1.0
Luke Sanders,Patrick Williams,0.5657657657657658,0.6180000000000001,0.02370883116883117,0.2606451803704469,2018-04-14,"Glendale, Arizona, USA", USA,Red,False,Bantamweight,MALE,3,1,0,0,17.6667,0.467,0.3333,1.3333,0.387,1,2,5,0,0,0,0,0,1,0,1,Orthodox,172.72,185.42,135,2,0,0,47.6667,0.527,0.3333,0.3333,0.167,1,2,5,0,0,0,0,0,1,0,1,Southpaw,167.64,170.18,135,32,36,1,0,0,0,0,0,0,0,0,5.08,15.24,-4,-30.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,Unknown,3.0,5:00,900.0,0.3116197183098592,0.4484375,0.1807348560079444,0.3695111847555924,0.13023255813953488,0.2729885057471264,300.0,900.0,True,False,0.5,0.0
Khabib Nurmagomedov,Al Iaquinta,0.4900900900900901,0.668,0.013798701298701298,0.3574193714214356,2018-04-07,"Brooklyn, New York, USA", USA,Red,True,Lightweight,MALE,5,0,5,0,48.5,0.457,0.3,0.8,0.258,5,2,23,1,0,1,3,4,0,0,8,Orthodox,177.8,177.8,155,0,9,0,50.3333,0.512,0.4444,4.7778,0.371,9,0,24,0,0,0,5,2,2,0,9,Orthodox,177.8,177.8,155,29,30,0,-4,-4,-1,-2,-1,1,2,-2,0.0,0.0,-1,-1.8333,-0.1444,-3.9778,0.0,11.0,2.0,,,,,,,,,2.0,,,,14.0,,,,,,,,,11.0,,,,,Red,U-DEC,Unknown,5.0,5:00,1500.0,0.3165492957746479,0.609375,0.10466732869910626,0.6048053024026512,0.20744186046511628,0.2385057471264368,300.0,1500.0,True,False,1.3333333333333333,1.0
Rose Namajunas,Joanna Jedrzejczyk,0.681081081081081,0.43600000000000005,0.11157025974025973,0.06392964996310581,2018-04-07,"Brooklyn, New York, USA", USA,Red,True,Women's Strawweight,FEMALE,5,1,0,0,117.7778,0.434,0.0,0.2222,0.167,8,1,32,7,0,1,5,2,0,0,8,Orthodox,167.64,165.1,125,0,2,0,39.4286,0.457,0.8571,2.1429,0.566,3,2,18,2,0,0,1,1,3,0,5,Orthodox,165.1,165.1,115,25,30,-1,-2,5,3,1,14,5,1,-3,2.54,0.0,-5,78.3492,-0.8571,-1.9206,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,15.0,Red,U-DEC,Unknown,5.0,5:00,1500.0,0.3221830985915493,0.11875,0.1429990069513406,0.5965202982601492,0.27286821705426356,0.18821839080459768,300.0,1500.0,True,False,0.6666666666666666,0.0
Renato Moicano,Calvin Kattar,0.6792792792792792,0.43800000000000006,0.106437012987013,0.06728113374758365,2018-04-07,"Brooklyn, New York, USA", USA,Red,False,Featherweight,MALE,3,0,2,0,80.0,0.445,0.0,1.0,0.33,2,0,6,0,0,0,1,1,0,0,2,Orthodox,180.34,182.88,145,1,0,0,67.75,0.45,0.25,1.25,0.475,3,1,11,0,0,2,0,0,1,0,3,Orthodox,180.34,182.88,145,28,30,1,2,-1,-1,1,-5,0,1,-1,0.0,0.0,-2,12.25,-0.25,-0.25,0.0,13.0,11.0,,,,,,,,,,11.0,,,,,,,,,,,,,13.0,,,,Red,U-DEC,Unknown,3.0,5:00,900.0,0.2183098591549296,0.1171875,0.22045680238331677,0.44076222038111024,0.46728682170542635,0.20402298850574713,300.0,900.0,True,False,0.8,0.5
Zabit Magomedsharipov,Kyle Bochniak,0.46846846846846846,0.68,0.012059350649350648,0.38064517727367286,2018-04-07,"Brooklyn, New York, USA", USA,Red,False,Featherweight,MALE,3,0,1,0,37.25,0.34,0.0,1.25,0.183,1,2,12,0,0,1,1,0,0,0,2,Orthodox,170.18,177.8,145,0,2,0,39.5,0.585,1.5,6.0,0.53,2,0,5,0,0,0,0,0,2,0,2,Orthodox,185.42,185.42,145,27,31,0,-1,-1,0,-2,7,0,0,-2,-15.24,-7.62,-4,-2.25,-1.5,-4.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,Unknown,3.0,5:00,900.0,0.22887323943661975,0.3203125,0.10228401191658391,0.6130903065451533,0.25612403100775194,0.4942528735632184,300.0,900.0,True,False,1.5,0.0
Joe Lauzon,Chris Gruetzemacher,0.6684684684684684,0.53,0.08307207792207792,0.090322604120707,2018-04-07,"Brooklyn, New York, USA", USA,Blue,False,Lightweight,MALE,3,2,0,0,59.0,0.56,0.0,0.0,0.0,1,2,8,0,0,0,1,0,0,0,1,Orthodox,172.72,172.72,155,2,0,0,21.28,0.424,1.16,1.32,0.398,3,11,50,0,0,1,1,4,7,1,14,Orthodox,177.8,180.34,155,33,31,0,0,-2,-13,9,-42,0,-5,-7,-5.08,-7.62,2,37.72,-1.16,-1.32,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Unknown,2.0,5:00,600.0,0.2665492957746479,0.16562500000000002,0.11261171797418074,0.5012427506213754,0.3782945736434109,0.1896551724137931,300.0,600.0,False,True,1.0,1.0
Karolina Kowalkiewicz,Felice Herrig,0.6522522522522523,0.546,0.06185922077922078,0.12129034525702335,2018-04-07,"Brooklyn, New York, USA", USA,Red,False,Women's Strawweight,FEMALE,3,0,4,0,38.6667,0.437,1.0,1.1667,0.567,4,1,15,0,0,1,2,0,2,0,5,Orthodox,162.56,165.1,115,0,1,0,75.8333,0.337,0.0,0.1667,0.083,3,2,18,1,0,1,3,0,0,0,4,Orthodox,160.02,162.56,115,32,33,0,3,1,1,1,-3,-1,0,2,2.54,2.54,-1,-37.1667,1.0,1.0,0.0,8.0,4.0,,,4.0,,,,,,,,,,,,,8.0,,,,,,,,,,,Red,S-DEC,Unknown,3.0,5:00,900.0,0.11478873239436621,0.140625,0.3515392254220457,0.2982601491300746,0.39534883720930236,0.6221264367816092,300.0,900.0,True,False,0.5714285714285714,0.0
Evan Dunham,Olivier Aubin-Mercier,0.6702702702702702,0.528,0.08627090909090909,0.08645163647866745,2018-04-07,"Brooklyn, New York, USA", USA,Blue,False,Lightweight,MALE,3,0,3,0,33.5,0.515,0.5,2.625,0.32,3,2,22,1,0,1,1,0,4,0,6,Southpaw,175.26,177.8,155,1,0,0,66.4444,0.393,0.8333,1.5,0.327,4,7,46,0,0,3,5,1,1,1,11,Southpaw,177.8,177.8,155,36,29,1,3,-1,-5,5,-24,1,-2,3,-2.54,0.0,7,-32.9444,-0.3333,1.125,0.0,,14.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,Red,KO/TKO,Knees,1.0,0:53,53.0,0.19366197183098594,0.12843749999999998,0.2621648460774578,0.2888152444076222,0.45891472868217054,0.3649425287356322,53.0,53.0,False,True,0.0,1.0
Bec Rawlings,Ashlee Evans-Smith,0.781981981981982,0.4,0.21428571428571427,0.03225808949011382,2018-04-07,"Brooklyn, New York, USA", USA,Blue,False,Women's Flyweight,FEMALE,3,2,0,0,42.0,0.448,0.0,0.8,0.28,2,3,11,0,0,1,0,1,0,0,2,Orthodox,172.72,170.18,125,3,0,0,48.3333,0.435,0.3333,0.6667,0.248,2,4,15,0,0,0,1,0,1,0,2,Orthodox,167.64,162.56,125,29,30,1,0,0,0,1,-4,0,1,-1,5.08,7.62,-1,-6.3333,-0.3333,0.1333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,Unknown,3.0,5:00,900.0,0.24190140845070424,0.0303125,0.28500496524329694,0.36536868268434136,0.7007751937984497,0.24281609195402298,300.0,900.0,False,True,0.0,inf
Devin Clark,Mike Rodriguez,0.6828828828828828,0.43400000000000005,0.11719233766233766,0.06086957262272072,2018-04-07,"Brooklyn, New York, USA", USA,Red,False,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,193.04,208.28,205,1,0,0,36.0,0.533,0.25,1.5,0.433,2,2,9,0,0,0,2,0,0,0,2,Orthodox,182.88,190.5,205,27,29,1,0,-2,-2,2,-9,0,0,0,10.16,17.78,-2,-36.0,-0.25,-1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,Unknown,3.0,5:00,900.0,0.25,0.2309375,0.18867924528301888,0.33140016570008285,0.31317829457364343,0.1336206896551724,300.0,900.0,True,False,0.6,0.5
Fabricio Werdum,Alexander Volkov,0.645045045045045,0.55,0.05534935064935065,0.12903228054110244,2018-03-17,"London, England, United Kingdom", United Kingdom,Blue,False,Heavyweight,MALE,5,0,3,0,100.6667,0.577,0.0,1.0,0.5,3,0,9,0,0,1,1,1,0,0,3,Orthodox,200.66,203.2,250,0,2,0,52.3333,0.535,0.2667,0.6,0.209,6,4,36,3,0,0,4,4,3,0,11,Orthodox,193.04,195.58,231,40,29,0,1,-3,-8,4,-27,-3,-3,-3,7.62,7.62,11,48.3333,-0.2667,0.4,0.0,8.0,3.0,,,,,3.0,,,,,,,,,,,,,8.0,,,,,,,,,Red,KO/TKO,Punch,4.0,1:38,998.0,0.26760563380281693,0.1953125,0.1070506454816286,0.5385252692626347,0.3643410852713178,0.16379310344827586,98.0,998.0,False,True,1.0,0.6
Jimi Manuwa,Jan Blachowicz,0.6666666666666666,0.532,0.08008662337662338,0.09419357176274654,2018-03-17,"London, England, United Kingdom", United Kingdom,Blue,False,Light Heavyweight,MALE,3,0,2,0,42.375,0.518,0.25,1.375,0.538,2,4,21,0,0,0,2,1,1,0,4,Orthodox,187.96,198.12,205,1,0,0,24.7778,0.549,0.2222,0.3333,0.111,3,3,16,0,0,0,1,3,0,2,6,Orthodox,185.42,200.66,205,38,35,1,2,-1,-2,-1,5,0,-4,1,2.54,-2.54,3,17.5972,0.0278,1.0417,0.0,11.0,4.0,,,,,,4.0,,,,,,,,,,,,,11.0,,,,,,,,Red,U-DEC,Unknown,3.0,5:00,900.0,0.24295774647887325,0.15625,0.3912611717974181,0.4059652029826015,0.21395348837209302,0.25287356321839083,300.0,900.0,False,True,0.0,1.5
Tom Duquesnoy,Terrion Ware,0.5657657657657658,0.6180000000000001,0.02370883116883117,0.2606451803704469,2018-03-17,"London, England, United Kingdom", United Kingdom,Red,False,Bantamweight,MALE,3,2,0,0,74.0,0.345,0.0,0.0,0.0,0,2,6,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,135,1,0,0,34.5,0.53,0.0,0.5,0.5,1,1,5,0,0,0,0,1,0,0,1,Orthodox,170.18,172.72,135,24,31,-1,0,-1,-1,-1,1,0,-1,0,2.54,7.62,-7,39.5,0.0,-0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,Unknown,3.0,5:00,900.0,0.19014084507042256,0.1875,0.2025819265143992,0.47224523612261804,0.2558139534883721,0.4827586206896552,300.0,900.0,True,False,inf,0.0
Leon Edwards,Peter Sobotta,0.6522522522522523,0.546,0.06185922077922078,0.12129034525702335,2018-03-17,"London, England, United Kingdom", United Kingdom,Red,False,Welterweight,MALE,3,0,2,0,25.75,0.4,0.5,1.375,0.33,2,4,19,0,0,0,2,1,1,0,4,Southpaw,182.88,190.5,170,0,4,0,26.75,0.544,0.625,1.375,0.214,4,2,22,0,0,0,4,1,1,0,6,Southpaw,182.88,187.96,170,26,31,0,-2,-2,-2,-2,-3,0,0,0,0.0,2.54,-5,-1.0,-0.125,0.0,0.0,,15.0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,3.0,4:59,899.0,0.11795774647887325,0.171875,0.3515392254220457,0.3272576636288318,0.29457364341085274,0.36063218390804597,299.0,899.0,True,False,1.25,0.0
John Phillips,Charles Byrd,0.6792792792792792,0.43800000000000006,0.106437012987013,0.06728113374758365,2018-03-17,"London, England, United Kingdom", United Kingdom,Blue,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,185,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,180.34,190.5,185,32,34,0,0,0,0,0,0,0,0,0,-2.54,-5.08,-2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1.0,3:58,238.0,0.3524647887323944,0.17125,0.30486593843098314,0.2651201325600663,0.21395348837209302,0.2672413793103448,238.0,238.0,False,True,0.0,1.0
Danny Roberts,Oliver Enkamp,0.6738738738738739,0.524,0.09340662337662338,0.07870970119458837,2018-03-17,"London, England, United Kingdom", United Kingdom,Red,False,Welterweight,MALE,3,1,0,0,34.0,0.33,0.0,1.0,0.2,0,1,3,0,0,0,0,0,0,0,0,Switch,182.88,195.58,170,1,0,0,34.4,0.356,0.2,0.0,0.0,2,2,10,0,0,0,1,1,1,0,3,Southpaw,185.42,187.96,170,30,26,0,0,-2,-3,1,-7,0,-1,-1,-2.54,7.62,4,-0.4,-0.2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,2:12,132.0,0.23274647887323946,0.1640625,0.2522343594836147,0.2982601491300746,0.2651162790697674,0.22126436781609193,132.0,132.0,True,False,0.6,0.0
Danny Henry,Hakeem Dawodu,0.8072072072072072,0.376,0.3051948051948052,0.023325057462579162,2018-03-17,"London, England, United Kingdom", United Kingdom,Red,False,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,185.42,145,0,1,0,93.0,0.53,2.0,1.0,0.33,1,0,3,0,0,0,1,0,0,0,1,Orthodox,182.88,185.42,145,29,26,0,-1,-1,-1,0,-3,0,0,0,-10.16,0.0,3,-93.0,-2.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1.0,0:39,39.0,0.27816901408450706,0.109375,0.30486593843098314,0.44324772162386084,0.6046511627906977,0.1293103448275862,39.0,39.0,True,False,1.0,0.3333333333333333
